"Avonworth School District","1","253","50","50"
"34","NeedGoogleMapsAPIKey","40.5121513","-80.1001575","1"
"35","NeedGoogleMapsAPIKey","40.5129378","-80.099542","1"
"36","NeedGoogleMapsAPIKey","40.5133008","-80.0993952","1"
"37","NeedGoogleMapsAPIKey","40.5127517","-80.1000813","1"
"38","NeedGoogleMapsAPIKey","40.5139307","-80.0987946","1"
"39","NeedGoogleMapsAPIKey","40.5134467","-80.1013086","1"
"40","NeedGoogleMapsAPIKey","40.5129296","-80.1012701","1"
"41","NeedGoogleMapsAPIKey","40.5129378","-80.099542","1"
"42","NeedGoogleMapsAPIKey","40.5139325","-80.0981983","1"
"43","NeedGoogleMapsAPIKey","40.5130167","-80.1001596","1"
"44","NeedGoogleMapsAPIKey","40.5135678","-80.0995679","1"
"45","NeedGoogleMapsAPIKey","40.5142989","-80.0997085","1"
"46","NeedGoogleMapsAPIKey","40.5145948","-80.0997422","1"
"47","NeedGoogleMapsAPIKey","40.513325","-80.1009065","1"
"48","NeedGoogleMapsAPIKey","40.513807","-80.0964256","1"
"49","NeedGoogleMapsAPIKey","40.5123194","-80.0974488","1"
"50","NeedGoogleMapsAPIKey","40.5157482","-80.0955127","1"
"51","NeedGoogleMapsAPIKey","40.5134845","-80.0961611","1"
"52","NeedGoogleMapsAPIKey","40.5144914","-80.096054","1"
"53","NeedGoogleMapsAPIKey","40.5129111","-80.0970722","1"
"54","NeedGoogleMapsAPIKey","40.5128693","-80.095519","1"
"55","NeedGoogleMapsAPIKey","40.5125816","-80.0961487","1"
"56","NeedGoogleMapsAPIKey","40.512259","-80.0950927","1"
"57","NeedGoogleMapsAPIKey","40.5139579","-80.0977164","1"
"58","NeedGoogleMapsAPIKey","40.5120095","-80.0974661","1"
"59","NeedGoogleMapsAPIKey","40.5123457","-80.0969367","1"
"60","NeedGoogleMapsAPIKey","40.5143736","-80.0955926","1"
"61","NeedGoogleMapsAPIKey","40.5138202","-80.0962782","1"
"62","NeedGoogleMapsAPIKey","40.5138707","-80.0955895","1"
"63","NeedGoogleMapsAPIKey","40.5143715","-80.0877902","1"
"64","NeedGoogleMapsAPIKey","40.5122142","-80.0881067","1"
"65","NeedGoogleMapsAPIKey","40.5125142","-80.0892684","1"
"66","NeedGoogleMapsAPIKey","40.5124858","-80.0897352","1"
"67","NeedGoogleMapsAPIKey","40.514679","-80.0873306","1"
"68","NeedGoogleMapsAPIKey","40.515019","-80.0873161","1"
"69","NeedGoogleMapsAPIKey","40.51141","-80.088566","1"
"70","NeedGoogleMapsAPIKey","40.5139929","-80.0891719","1"
"71","NeedGoogleMapsAPIKey","40.5114118","-80.0892237","1"
"72","NeedGoogleMapsAPIKey","40.512805","-80.0882201","1"
"73","NeedGoogleMapsAPIKey","40.5121805","-80.0904117","1"
"74","NeedGoogleMapsAPIKey","40.5124661","-80.0902076","1"
"75","NeedGoogleMapsAPIKey","40.5121804","-80.0888974","1"
"76","NeedGoogleMapsAPIKey","40.5121525","-80.0897053","1"
"77","NeedGoogleMapsAPIKey","40.5109349","-80.0969241","1"
"78","NeedGoogleMapsAPIKey","40.5111927","-80.0950415","1"
"79","NeedGoogleMapsAPIKey","40.5088653","-80.0958373","1"
"80","NeedGoogleMapsAPIKey","40.5099196","-80.0969768","1"
"81","NeedGoogleMapsAPIKey","40.5099196","-80.0969768","1"
"82","NeedGoogleMapsAPIKey","40.5110972","-80.0966852","1"
"83","NeedGoogleMapsAPIKey","40.5109349","-80.0969241","1"
"84","NeedGoogleMapsAPIKey","40.5116699","-80.09743","1"
"85","NeedGoogleMapsAPIKey","40.5119554","-80.0945334","1"
"86","NeedGoogleMapsAPIKey","40.5110972","-80.0966852","1"
"87","NeedGoogleMapsAPIKey","40.5095402","-80.0947987","1"
"88","NeedGoogleMapsAPIKey","40.5092376","-80.0958549","1"
"89","NeedGoogleMapsAPIKey","40.5095402","-80.0947987","1"
"90","NeedGoogleMapsAPIKey","40.5099196","-80.0969768","1"
"91","NeedGoogleMapsAPIKey","40.5110917","-80.0969238","1"
"92","NeedGoogleMapsAPIKey","40.5114674","-80.0968223","1"
"93","NeedGoogleMapsAPIKey","40.5091151","-80.0971382","1"
"94","NeedGoogleMapsAPIKey","40.5101704","-80.0959043","1"
"95","NeedGoogleMapsAPIKey","40.5092524","-80.0947988","1"
"96","NeedGoogleMapsAPIKey","40.5092524","-80.0947988","1"
"97","NeedGoogleMapsAPIKey","40.5099196","-80.0969768","1"
"98","NeedGoogleMapsAPIKey","40.5116472","-80.095538","1"
"99","NeedGoogleMapsAPIKey","40.5099196","-80.0969768","1"
"100","NeedGoogleMapsAPIKey","40.5074449","-80.0935559","1"
"101","NeedGoogleMapsAPIKey","40.5079766","-80.0934971","1"
"102","NeedGoogleMapsAPIKey","40.5079766","-80.0934971","1"
"103","NeedGoogleMapsAPIKey","40.5078159","-80.0946794","1"
"104","NeedGoogleMapsAPIKey","40.5101082","-80.0927157","1"
"105","NeedGoogleMapsAPIKey","40.5078377","-80.0935512","1"
"106","NeedGoogleMapsAPIKey","40.5081418","-80.0934496","1"
"107","NeedGoogleMapsAPIKey","40.5078796","-80.0939092","1"
"108","NeedGoogleMapsAPIKey","40.5096888","-80.0916902","1"
"109","NeedGoogleMapsAPIKey","40.5082972","-80.0937356","1"
"110","NeedGoogleMapsAPIKey","40.5078796","-80.0939092","1"
"111","NeedGoogleMapsAPIKey","40.5076406","-80.0941578","1"
"112","NeedGoogleMapsAPIKey","40.5094605","-80.0932806","1"
"113","NeedGoogleMapsAPIKey","40.5080117","-80.0943139","1"
"114","NeedGoogleMapsAPIKey","40.5082972","-80.0937356","1"
"115","NeedGoogleMapsAPIKey","40.5097766","-80.0857168","1"
"116","NeedGoogleMapsAPIKey","40.5088382","-80.0848323","1"
"117","NeedGoogleMapsAPIKey","40.5112571","-80.082959","1"
"118","NeedGoogleMapsAPIKey","40.5096464","-80.0844276","1"
"119","NeedGoogleMapsAPIKey","40.5085188","-80.0828257","1"
"120","NeedGoogleMapsAPIKey","40.5104227","-80.0839616","1"
"121","NeedGoogleMapsAPIKey","40.510728","-80.0844985","1"
"122","NeedGoogleMapsAPIKey","40.5084446","-80.0841899","1"
"123","NeedGoogleMapsAPIKey","40.5100448","-80.0847562","1"
"124","NeedGoogleMapsAPIKey","40.5080286","-80.0845449","1"
"125","NeedGoogleMapsAPIKey","40.5106086","-80.0842504","1"
"126","NeedGoogleMapsAPIKey","40.5096246","-80.0854673","1"
"127","NeedGoogleMapsAPIKey","40.5080746","-80.0838558","1"
"128","NeedGoogleMapsAPIKey","40.509635","-80.0849794","1"
"129","NeedGoogleMapsAPIKey","40.5087338","-80.0826076","1"
"130","NeedGoogleMapsAPIKey","40.5086661","-80.0834239","1"
"131","NeedGoogleMapsAPIKey","40.5091478","-80.0853096","1"
"132","NeedGoogleMapsAPIKey","40.5108065","-80.0827438","1"
"133","NeedGoogleMapsAPIKey","40.5101348","-80.0810962","1"
"134","NeedGoogleMapsAPIKey","40.5107357","-80.0803819","1"
"135","NeedGoogleMapsAPIKey","40.5087464","-80.0790424","1"
"136","NeedGoogleMapsAPIKey","40.5101312","-80.0794231","1"
"137","NeedGoogleMapsAPIKey","40.5085645","-80.0786239","1"
"138","NeedGoogleMapsAPIKey","40.5082896","-80.0786403","1"
"139","NeedGoogleMapsAPIKey","40.5073675","-80.0805371","1"
"140","NeedGoogleMapsAPIKey","40.5091818","-80.0814846","1"
"141","NeedGoogleMapsAPIKey","40.5098327","-80.079778","1"
"142","NeedGoogleMapsAPIKey","40.5088133","-80.0783087","1"
"143","NeedGoogleMapsAPIKey","40.5095005","-80.0798312","1"
"144","NeedGoogleMapsAPIKey","40.5086373","-80.0809684","1"
"145","NeedGoogleMapsAPIKey","40.5085493","-80.0802776","1"
"146","NeedGoogleMapsAPIKey","40.5093981","-80.0793647","1"
"147","NeedGoogleMapsAPIKey","40.5026155","-80.0756201","1"
"148","NeedGoogleMapsAPIKey","40.5044689","-80.0757978","1"
"149","NeedGoogleMapsAPIKey","40.5054731","-80.0766637","1"
"150","NeedGoogleMapsAPIKey","40.5037878","-80.0772665","1"
"151","NeedGoogleMapsAPIKey","40.5027858","-80.0776383","1"
"152","NeedGoogleMapsAPIKey","40.5035871","-80.0778047","1"
"153","NeedGoogleMapsAPIKey","40.5030288","-80.077024","1"
"154","NeedGoogleMapsAPIKey","40.5025907","-80.0770437","1"
"155","NeedGoogleMapsAPIKey","40.5029165","-80.0776356","1"
"156","NeedGoogleMapsAPIKey","40.5039831","-80.0775791","1"
"157","NeedGoogleMapsAPIKey","40.5026111","-80.0760293","1"
"158","NeedGoogleMapsAPIKey","40.5034134","-80.0777373","1"
"159","NeedGoogleMapsAPIKey","40.5050907","-80.0758343","1"
"160","NeedGoogleMapsAPIKey","40.5049981","-80.0761937","1"
"161","NeedGoogleMapsAPIKey","40.5043883","-80.0768626","1"
"162","NeedGoogleMapsAPIKey","40.5042508","-80.077855","1"
"163","NeedGoogleMapsAPIKey","40.5038379","-80.0768925","1"
"164","NeedGoogleMapsAPIKey","40.5020214","-80.0756118","1"
"165","NeedGoogleMapsAPIKey","40.547109","-80.080705","1"
"166","NeedGoogleMapsAPIKey","40.5498956","-80.0789734","1"
"167","NeedGoogleMapsAPIKey","40.5485526","-80.0799421","1"
"168","NeedGoogleMapsAPIKey","40.5476268","-80.0812559","1"
"169","NeedGoogleMapsAPIKey","40.5505786","-80.0803704","1"
"170","NeedGoogleMapsAPIKey","40.5495432","-80.0793045","1"
"171","NeedGoogleMapsAPIKey","40.5486406","-80.0798943","1"
"172","NeedGoogleMapsAPIKey","40.5511109","-80.0804484","1"
"173","NeedGoogleMapsAPIKey","40.5512748","-80.0804209","1"
"174","NeedGoogleMapsAPIKey","40.5502184","-80.0804464","1"
"175","NeedGoogleMapsAPIKey","40.5488014","-80.0798099","1"
"176","NeedGoogleMapsAPIKey","40.5498001","-80.0792862","1"
"177","NeedGoogleMapsAPIKey","40.5495196","-80.0794326","1"
"178","NeedGoogleMapsAPIKey","40.5505442","-80.0803603","1"
"179","NeedGoogleMapsAPIKey","40.5468769","-80.0808252","1"
"180","NeedGoogleMapsAPIKey","40.550343","-80.0803016","1"
"181","NeedGoogleMapsAPIKey","40.5480329","-80.0802061","1"
"182","NeedGoogleMapsAPIKey","40.5477183","-80.0812552","1"
"183","NeedGoogleMapsAPIKey","40.5486098","-80.0797994","1"
"184","NeedGoogleMapsAPIKey","40.5470622","-80.0808476","1"
"185","NeedGoogleMapsAPIKey","40.5474729","-80.0812649","1"
"186","NeedGoogleMapsAPIKey","40.5497629","-80.0800098","1"
"187","NeedGoogleMapsAPIKey","40.5498388","-80.0800976","1"
"188","NeedGoogleMapsAPIKey","40.5496512","-80.0810393","1"
"189","NeedGoogleMapsAPIKey","40.5508794","-80.0795732","1"
"190","NeedGoogleMapsAPIKey","40.5500599","-80.0788383","1"
"191","NeedGoogleMapsAPIKey","40.5512022","-80.0804568","1"
"192","NeedGoogleMapsAPIKey","40.5497242","-80.0808819","1"
"193","NeedGoogleMapsAPIKey","40.5476819","-80.0811456","1"
"194","NeedGoogleMapsAPIKey","40.5498765","-80.0807142","1"
"195","NeedGoogleMapsAPIKey","40.5497423","-80.0807939","1"
"196","NeedGoogleMapsAPIKey","40.5504991","-80.0797403","1"
"197","NeedGoogleMapsAPIKey","40.5479022","-80.0803958","1"
"198","NeedGoogleMapsAPIKey","40.5385488","-80.0833729","1"
"199","NeedGoogleMapsAPIKey","40.5381757","-80.0860061","1"
"200","NeedGoogleMapsAPIKey","40.5382593","-80.0861388","1"
"201","NeedGoogleMapsAPIKey","40.5390784","-80.0858665","1"
"202","NeedGoogleMapsAPIKey","40.5379337","-80.0850887","1"
"203","NeedGoogleMapsAPIKey","40.5379246","-80.0855064","1"
"204","NeedGoogleMapsAPIKey","40.5379785","-80.0848152","1"
"205","NeedGoogleMapsAPIKey","40.5392974","-80.0863798","1"
"206","NeedGoogleMapsAPIKey","40.5403465","-80.0853538","1"
"207","NeedGoogleMapsAPIKey","40.5384992","-80.084184","1"
"208","NeedGoogleMapsAPIKey","40.5381117","-80.0843595","1"
"209","NeedGoogleMapsAPIKey","40.5381566","-80.0839757","1"
"210","NeedGoogleMapsAPIKey","40.5389233","-80.0851573","1"
"211","NeedGoogleMapsAPIKey","40.5366759","-80.0836747","1"
"212","NeedGoogleMapsAPIKey","40.538644","-80.0850495","1"
"213","NeedGoogleMapsAPIKey","40.5381318","-80.1175481","1"
"214","NeedGoogleMapsAPIKey","40.5388435","-80.118576","1"
"215","NeedGoogleMapsAPIKey","40.5410267","-80.1185849","1"
"216","NeedGoogleMapsAPIKey","40.5387637","-80.1196928","1"
"217","NeedGoogleMapsAPIKey","40.5369548","-80.118714","1"
"218","NeedGoogleMapsAPIKey","40.5391896","-80.1169933","1"
"219","NeedGoogleMapsAPIKey","40.5394618","-80.1188032","1"
"220","NeedGoogleMapsAPIKey","40.5412739","-80.11775","1"
"221","NeedGoogleMapsAPIKey","40.5396122","-80.1174229","1"
"222","NeedGoogleMapsAPIKey","40.538191","-80.1199185","1"
"223","NeedGoogleMapsAPIKey","40.5390035","-80.1174769","1"
"224","NeedGoogleMapsAPIKey","40.5387967","-80.1180965","1"
"225","NeedGoogleMapsAPIKey","40.5384633","-80.1169914","1"
"226","NeedGoogleMapsAPIKey","40.5379644","-80.1174763","1"
"227","NeedGoogleMapsAPIKey","40.5518833","-80.0795807","1"
"228","NeedGoogleMapsAPIKey","40.5526882","-80.082306","1"
"229","NeedGoogleMapsAPIKey","40.5516607","-80.0804417","1"
"230","NeedGoogleMapsAPIKey","40.5516494","-80.0803371","1"
"231","NeedGoogleMapsAPIKey","40.551072","-80.0788805","1"
"232","NeedGoogleMapsAPIKey","40.5501998","-80.0785949","1"
"233","NeedGoogleMapsAPIKey","40.5519627","-80.079665","1"
"234","NeedGoogleMapsAPIKey","40.5517343","-80.078755","1"
"235","NeedGoogleMapsAPIKey","40.5514142","-80.0804672","1"
"236","NeedGoogleMapsAPIKey","40.5518079","-80.0803599","1"
"237","NeedGoogleMapsAPIKey","40.5517773","-80.0803048","1"
"238","NeedGoogleMapsAPIKey","40.5511051","-80.0788841","1"
"239","NeedGoogleMapsAPIKey","40.550807","-80.0787394","1"
"240","NeedGoogleMapsAPIKey","40.5518587","-80.0802912","1"
"241","NeedGoogleMapsAPIKey","40.5654689","-80.1081124","1"
"242","NeedGoogleMapsAPIKey","40.567652","-80.1065091","1"
"243","NeedGoogleMapsAPIKey","40.5648489","-80.1071483","1"
"244","NeedGoogleMapsAPIKey","40.5657432","-80.1090182","1"
"245","NeedGoogleMapsAPIKey","40.5650829","-80.1081478","1"
"246","NeedGoogleMapsAPIKey","40.56538","-80.1064331","1"
"247","NeedGoogleMapsAPIKey","40.5651526","-80.1079803","1"
"248","NeedGoogleMapsAPIKey","40.567289","-80.1078381","1"
"249","NeedGoogleMapsAPIKey","40.5657225","-80.1075295","1"
"250","NeedGoogleMapsAPIKey","40.5649683","-80.1049145","1"
"251","NeedGoogleMapsAPIKey","40.5648895","-80.1068804","1"
"252","NeedGoogleMapsAPIKey","40.5649297","-80.1055287","1"
"253","NeedGoogleMapsAPIKey","40.5676589","-80.1062825","1"
"1","Avonworth MS","40.53036","-80.07681"
