"Gettysburg Area School District","1","324","50","50"
"225","NeedGoogleMapsAPIKey","39.8947028","-77.3530395","1"
"226","NeedGoogleMapsAPIKey","39.9047422","-77.3411422","1"
"227","NeedGoogleMapsAPIKey","39.8841807","-77.3531314","1"
"228","NeedGoogleMapsAPIKey","39.8820707","-77.3390672","1"
"229","NeedGoogleMapsAPIKey","39.8964328","-77.368943","1"
"230","NeedGoogleMapsAPIKey","39.8874342","-77.3424462","1"
"231","NeedGoogleMapsAPIKey","39.8883885","-77.345942","1"
"232","NeedGoogleMapsAPIKey","39.8869","-77.3408768","1"
"233","NeedGoogleMapsAPIKey","39.8840517","-77.3585982","1"
"234","NeedGoogleMapsAPIKey","39.8927181","-77.3439008","1"
"235","NeedGoogleMapsAPIKey","39.8828288","-77.1808418","1"
"236","NeedGoogleMapsAPIKey","39.8833992","-77.1809228","1"
"237","NeedGoogleMapsAPIKey","39.881993","-77.1835551","1"
"238","NeedGoogleMapsAPIKey","39.8889472","-77.2142387","1"
"239","NeedGoogleMapsAPIKey","39.8802512","-77.1820568","1"
"240","NeedGoogleMapsAPIKey","39.879836","-77.1804312","1"
"241","NeedGoogleMapsAPIKey","39.8817024","-77.1825103","1"
"242","NeedGoogleMapsAPIKey","39.895595","-77.1864798","1"
"243","NeedGoogleMapsAPIKey","39.8847257","-77.1793187","1"
"244","NeedGoogleMapsAPIKey","39.8790624","-77.184843","1"
"245","NeedGoogleMapsAPIKey","39.8906717","-77.2080243","1"
"246","NeedGoogleMapsAPIKey","39.8809749","-77.1830282","1"
"247","NeedGoogleMapsAPIKey","39.8834218","-77.1820405","1"
"248","NeedGoogleMapsAPIKey","39.8827161","-77.1834652","1"
"249","NeedGoogleMapsAPIKey","39.8828028","-77.1843453","1"
"250","NeedGoogleMapsAPIKey","39.8894025","-77.1974572","1"
"251","NeedGoogleMapsAPIKey","39.8887413","-77.1968459","1"
"252","NeedGoogleMapsAPIKey","39.8819749","-77.1803544","1"
"253","NeedGoogleMapsAPIKey","39.8960735","-77.2026908","1"
"254","NeedGoogleMapsAPIKey","39.8826048","-77.178709","1"
"255","NeedGoogleMapsAPIKey","39.882086","-77.181334","1"
"256","NeedGoogleMapsAPIKey","39.8852104","-77.1663565","1"
"257","NeedGoogleMapsAPIKey","39.8819645","-77.1814328","1"
"258","NeedGoogleMapsAPIKey","39.8785292","-77.1839206","1"
"259","NeedGoogleMapsAPIKey","39.8824292","-77.1832482","1"
"260","NeedGoogleMapsAPIKey","39.8812894","-77.1819423","1"
"261","NeedGoogleMapsAPIKey","39.8990875","-77.183873","1"
"262","NeedGoogleMapsAPIKey","39.9085403","-77.174347","1"
"263","NeedGoogleMapsAPIKey","39.8829724","-77.183941","1"
"264","NeedGoogleMapsAPIKey","39.88023","-77.184568","1"
"265","NeedGoogleMapsAPIKey","39.8843227","-77.1791141","1"
"266","NeedGoogleMapsAPIKey","39.8797263","-77.1817419","1"
"267","NeedGoogleMapsAPIKey","39.880544","-77.1804901","1"
"268","NeedGoogleMapsAPIKey","39.889883","-77.1897457","1"
"269","NeedGoogleMapsAPIKey","39.8801314","-77.1856586","1"
"270","NeedGoogleMapsAPIKey","39.8871209","-77.166789","1"
"271","NeedGoogleMapsAPIKey","39.8888437","-77.1902915","1"
"272","NeedGoogleMapsAPIKey","39.883676","-77.1775679","1"
"273","NeedGoogleMapsAPIKey","39.8898388","-77.1915722","1"
"274","NeedGoogleMapsAPIKey","39.8855246","-77.199573","1"
"275","NeedGoogleMapsAPIKey","39.8969617","-77.1858936","1"
"276","NeedGoogleMapsAPIKey","39.8823382","-77.183808","1"
"277","NeedGoogleMapsAPIKey","39.8889286","-77.1953489","1"
"278","NeedGoogleMapsAPIKey","39.8810647","-77.1821442","1"
"279","NeedGoogleMapsAPIKey","39.8803727","-77.1852619","1"
"280","NeedGoogleMapsAPIKey","39.8796503","-77.1824032","1"
"281","NeedGoogleMapsAPIKey","39.9000999","-77.4255952","1"
"282","NeedGoogleMapsAPIKey","39.8934041","-77.43469","1"
"283","NeedGoogleMapsAPIKey","39.9146263","-77.4160091","1"
"284","NeedGoogleMapsAPIKey","39.9013088","-77.4408265","1"
"285","NeedGoogleMapsAPIKey","39.8920573","-77.4389111","1"
"286","NeedGoogleMapsAPIKey","39.9100894","-77.4199562","1"
"287","NeedGoogleMapsAPIKey","39.9004142","-77.4501904","1"
"288","NeedGoogleMapsAPIKey","39.9002761","-77.411016","1"
"289","NeedGoogleMapsAPIKey","39.8993069","-77.4367044","1"
"290","NeedGoogleMapsAPIKey","39.9017084","-77.40923","1"
"291","NeedGoogleMapsAPIKey","39.9037038","-77.4235885","1"
"292","NeedGoogleMapsAPIKey","39.9015259","-77.4405041","1"
"293","NeedGoogleMapsAPIKey","39.8994133","-77.445747","1"
"294","NeedGoogleMapsAPIKey","39.8945534","-77.4333589","1"
"295","NeedGoogleMapsAPIKey","39.897129","-77.4252371","1"
"296","NeedGoogleMapsAPIKey","39.9151477","-77.4152404","1"
"297","NeedGoogleMapsAPIKey","39.9021602","-77.4120352","1"
"298","NeedGoogleMapsAPIKey","39.9011285","-77.4406597","1"
"299","NeedGoogleMapsAPIKey","39.9000235","-77.4089933","1"
"300","NeedGoogleMapsAPIKey","39.9022585","-77.463996","1"
"301","NeedGoogleMapsAPIKey","39.8969381","-77.4265175","1"
"302","NeedGoogleMapsAPIKey","39.9016034","-77.4612589","1"
"303","NeedGoogleMapsAPIKey","39.9144292","-77.4162014","1"
"304","NeedGoogleMapsAPIKey","39.9528813","-77.3848386","1"
"305","NeedGoogleMapsAPIKey","39.9501281","-77.4171411","1"
"306","NeedGoogleMapsAPIKey","39.9496262","-77.3863509","1"
"307","NeedGoogleMapsAPIKey","39.9288743","-77.4041863","1"
"308","NeedGoogleMapsAPIKey","39.9315875","-77.4044614","1"
"309","NeedGoogleMapsAPIKey","39.9298257","-77.4038748","1"
"310","NeedGoogleMapsAPIKey","39.9333896","-77.3916167","1"
"311","NeedGoogleMapsAPIKey","39.9493148","-77.4026306","1"
"312","NeedGoogleMapsAPIKey","39.9272798","-77.4056124","1"
"313","NeedGoogleMapsAPIKey","39.9506935","-77.3889233","1"
"314","NeedGoogleMapsAPIKey","39.9283358","-77.4040483","1"
"315","NeedGoogleMapsAPIKey","39.9428128","-77.4256191","1"
"316","NeedGoogleMapsAPIKey","39.9535562","-77.3915229","1"
"317","NeedGoogleMapsAPIKey","39.9397919","-77.401996","1"
"318","NeedGoogleMapsAPIKey","39.9551204","-77.3898627","1"
"319","NeedGoogleMapsAPIKey","39.9531129","-77.3927403","1"
"320","NeedGoogleMapsAPIKey","39.9533419","-77.3928277","1"
"321","NeedGoogleMapsAPIKey","39.9507497","-77.417573","1"
"322","NeedGoogleMapsAPIKey","39.9392701","-77.4027024","1"
"323","NeedGoogleMapsAPIKey","39.9369034","-77.3886339","1"
"324","NeedGoogleMapsAPIKey","39.9471254","-77.378847","1"
"1","James Gettys El Sch","39.850285","-77.23273"
