"Avonworth School District","1","510","50","50"
"35","NeedGoogleMapsAPIKey","40.5697407","-80.1134654","1"
"36","NeedGoogleMapsAPIKey","40.5687136","-80.1131022","1"
"37","NeedGoogleMapsAPIKey","40.5685349","-80.1116662","1"
"38","NeedGoogleMapsAPIKey","40.5681137","-80.1136553","1"
"39","NeedGoogleMapsAPIKey","40.5689628","-80.1140279","1"
"40","NeedGoogleMapsAPIKey","40.5697545","-80.1149264","1"
"41","NeedGoogleMapsAPIKey","40.569398","-80.1140969","1"
"42","NeedGoogleMapsAPIKey","40.568291","-80.1129261","1"
"43","NeedGoogleMapsAPIKey","40.5691317","-80.1117137","1"
"44","NeedGoogleMapsAPIKey","40.5694607","-80.1142024","1"
"45","NeedGoogleMapsAPIKey","40.5694761","-80.1132847","1"
"46","NeedGoogleMapsAPIKey","40.568883","-80.1130713","1"
"47","NeedGoogleMapsAPIKey","40.5685527","-80.1129817","1"
"48","NeedGoogleMapsAPIKey","40.5697735","-80.1135818","1"
"49","NeedGoogleMapsAPIKey","40.5686338","-80.1139091","1"
"50","NeedGoogleMapsAPIKey","40.5697337","-80.1146931","1"
"51","NeedGoogleMapsAPIKey","40.5690452","-80.1131943","1"
"52","NeedGoogleMapsAPIKey","40.5682075","-80.1128886","1"
"53","NeedGoogleMapsAPIKey","40.5697238","-80.1149642","1"
"54","NeedGoogleMapsAPIKey","40.5690496","-80.1140555","1"
"55","NeedGoogleMapsAPIKey","40.5689719","-80.1130996","1"
"56","NeedGoogleMapsAPIKey","40.5678232","-80.1130492","1"
"57","NeedGoogleMapsAPIKey","40.5684133","-80.1120973","1"
"58","NeedGoogleMapsAPIKey","40.569939","-80.1124629","1"
"59","NeedGoogleMapsAPIKey","40.5678772","-80.1130532","1"
"60","NeedGoogleMapsAPIKey","40.5688909","-80.113921","1"
"61","NeedGoogleMapsAPIKey","40.5688326","-80.1121564","1"
"62","NeedGoogleMapsAPIKey","40.568647","-80.1138433","1"
"63","NeedGoogleMapsAPIKey","40.5689585","-80.1131632","1"
"64","NeedGoogleMapsAPIKey","40.5696893","-80.1148535","1"
"65","NeedGoogleMapsAPIKey","40.5691425","-80.1131643","1"
"66","NeedGoogleMapsAPIKey","40.5690634","-80.1139846","1"
"67","NeedGoogleMapsAPIKey","40.5713696","-80.1126805","1"
"68","NeedGoogleMapsAPIKey","40.5694637","-80.113343","1"
"69","NeedGoogleMapsAPIKey","40.5686383","-80.1130113","1"
"70","NeedGoogleMapsAPIKey","40.5682755","-80.1121826","1"
"71","NeedGoogleMapsAPIKey","40.5689315","-80.1139746","1"
"72","NeedGoogleMapsAPIKey","40.5680967","-80.1137202","1"
"73","NeedGoogleMapsAPIKey","40.568457","-80.1138521","1"
"74","NeedGoogleMapsAPIKey","40.5687241","-80.113046","1"
"75","NeedGoogleMapsAPIKey","40.5695594","-80.1122338","1"
"76","NeedGoogleMapsAPIKey","40.5672552","-80.1127808","1"
"77","NeedGoogleMapsAPIKey","40.5702266","-80.114477","1"
"78","NeedGoogleMapsAPIKey","40.5682019","-80.1137581","1"
"79","NeedGoogleMapsAPIKey","40.5678179","-80.1131721","1"
"80","NeedGoogleMapsAPIKey","40.5687876","-80.1139634","1"
"81","NeedGoogleMapsAPIKey","40.5697667","-80.1148163","1"
"82","NeedGoogleMapsAPIKey","40.5708321","-80.1115725","1"
"83","NeedGoogleMapsAPIKey","40.5682134","-80.1136937","1"
"84","NeedGoogleMapsAPIKey","40.5686252","-80.1130753","1"
"85","NeedGoogleMapsAPIKey","40.5685576","-80.1121341","1"
"86","NeedGoogleMapsAPIKey","40.5692964","-80.1132215","1"
"87","NeedGoogleMapsAPIKey","40.569322","-80.112218","1"
"88","NeedGoogleMapsAPIKey","40.5695687","-80.1116987","1"
"89","NeedGoogleMapsAPIKey","40.5693102","-80.114066","1"
"90","NeedGoogleMapsAPIKey","40.569294","-80.1141476","1"
"91","NeedGoogleMapsAPIKey","40.5688461","-80.1116963","1"
"92","NeedGoogleMapsAPIKey","40.5700867","-80.1125615","1"
"93","NeedGoogleMapsAPIKey","40.5674068","-80.1129919","1"
"94","NeedGoogleMapsAPIKey","40.5685382","-80.1130442","1"
"95","NeedGoogleMapsAPIKey","40.5696303","-80.114809","1"
"96","NeedGoogleMapsAPIKey","40.56783","-80.1129443","1"
"97","NeedGoogleMapsAPIKey","40.5697687","-80.1146226","1"
"98","NeedGoogleMapsAPIKey","40.5505786","-80.0803704","1"
"99","NeedGoogleMapsAPIKey","40.5479903","-80.080237","1"
"100","NeedGoogleMapsAPIKey","40.55031","-80.0804426","1"
"101","NeedGoogleMapsAPIKey","40.5496075","-80.0793847","1"
"102","NeedGoogleMapsAPIKey","40.5499208","-80.0789179","1"
"103","NeedGoogleMapsAPIKey","40.5508794","-80.0795732","1"
"104","NeedGoogleMapsAPIKey","40.5505947","-80.0791013","1"
"105","NeedGoogleMapsAPIKey","40.5482146","-80.0811262","1"
"106","NeedGoogleMapsAPIKey","40.5470684","-80.0807846","1"
"107","NeedGoogleMapsAPIKey","40.5494572","-80.0793453","1"
"108","NeedGoogleMapsAPIKey","40.5499963","-80.0789814","1"
"109","NeedGoogleMapsAPIKey","40.5508633","-80.0797375","1"
"110","NeedGoogleMapsAPIKey","40.5497342","-80.0809155","1"
"111","NeedGoogleMapsAPIKey","40.5474729","-80.0812649","1"
"112","NeedGoogleMapsAPIKey","40.5485219","-80.0798412","1"
"113","NeedGoogleMapsAPIKey","40.549779","-80.0807468","1"
"114","NeedGoogleMapsAPIKey","40.5497634","-80.0801306","1"
"115","NeedGoogleMapsAPIKey","40.5492854","-80.0795444","1"
"116","NeedGoogleMapsAPIKey","40.5480025","-80.0811369","1"
"117","NeedGoogleMapsAPIKey","40.5472549","-80.0807491","1"
"118","NeedGoogleMapsAPIKey","40.5482177","-80.0812348","1"
"119","NeedGoogleMapsAPIKey","40.5504018","-80.0798109","1"
"120","NeedGoogleMapsAPIKey","40.5482883","-80.0812352","1"
"121","NeedGoogleMapsAPIKey","40.5481584","-80.0811309","1"
"122","NeedGoogleMapsAPIKey","40.5498098","-80.0806947","1"
"123","NeedGoogleMapsAPIKey","40.5480762","-80.0812459","1"
"124","NeedGoogleMapsAPIKey","40.5485763","-80.079814","1"
"125","NeedGoogleMapsAPIKey","40.5500297","-80.0806027","1"
"126","NeedGoogleMapsAPIKey","40.5507646","-80.0803031","1"
"127","NeedGoogleMapsAPIKey","40.549853","-80.0807468","1"
"128","NeedGoogleMapsAPIKey","40.5480057","-80.0812455","1"
"129","NeedGoogleMapsAPIKey","40.5505539","-80.079351","1"
"130","NeedGoogleMapsAPIKey","40.5479022","-80.0803958","1"
"131","NeedGoogleMapsAPIKey","40.5496367","-80.0809481","1"
"132","NeedGoogleMapsAPIKey","40.5494239","-80.0802663","1"
"133","NeedGoogleMapsAPIKey","40.5480358","-80.0811353","1"
"134","NeedGoogleMapsAPIKey","40.5492337","-80.0795734","1"
"135","NeedGoogleMapsAPIKey","40.5502254","-80.0803752","1"
"136","NeedGoogleMapsAPIKey","40.5505257","-80.0795625","1"
"137","NeedGoogleMapsAPIKey","40.5481539","-80.0801484","1"
"138","NeedGoogleMapsAPIKey","40.5493172","-80.0795302","1"
"139","NeedGoogleMapsAPIKey","40.5468769","-80.0808252","1"
"140","NeedGoogleMapsAPIKey","40.5494607","-80.08044","1"
"141","NeedGoogleMapsAPIKey","40.5479848","-80.0803506","1"
"142","NeedGoogleMapsAPIKey","40.5505643","-80.0791369","1"
"143","NeedGoogleMapsAPIKey","40.5506684","-80.0803937","1"
"144","NeedGoogleMapsAPIKey","40.5510825","-80.0803389","1"
"145","NeedGoogleMapsAPIKey","40.5473801","-80.0811603","1"
"146","NeedGoogleMapsAPIKey","40.5494888","-80.0793317","1"
"147","NeedGoogleMapsAPIKey","40.5474137","-80.081161","1"
"148","NeedGoogleMapsAPIKey","40.5477151","-80.081144","1"
"149","NeedGoogleMapsAPIKey","40.5469119","-80.0808082","1"
"150","NeedGoogleMapsAPIKey","40.5476257","-80.0811503","1"
"151","NeedGoogleMapsAPIKey","40.5512054","-80.0803456","1"
"152","NeedGoogleMapsAPIKey","40.5490262","-80.0805765","1"
"153","NeedGoogleMapsAPIKey","40.5479568","-80.0802516","1"
"154","NeedGoogleMapsAPIKey","40.5500627","-80.0805863","1"
"155","NeedGoogleMapsAPIKey","40.5470315","-80.0807528","1"
"156","NeedGoogleMapsAPIKey","40.5472285","-80.0806496","1"
"157","NeedGoogleMapsAPIKey","40.5478651","-80.0804179","1"
"158","NeedGoogleMapsAPIKey","40.5486902","-80.0798138","1"
"159","NeedGoogleMapsAPIKey","40.5494057","-80.0803149","1"
"160","NeedGoogleMapsAPIKey","40.5469743","-80.0808955","1"
"161","NeedGoogleMapsAPIKey","40.5510757","-80.0804439","1"
"162","NeedGoogleMapsAPIKey","40.5505608","-80.0802572","1"
"163","NeedGoogleMapsAPIKey","40.5501808","-80.0786421","1"
"164","NeedGoogleMapsAPIKey","40.5509353","-80.0797569","1"
"165","NeedGoogleMapsAPIKey","40.5486043","-80.0799131","1"
"166","NeedGoogleMapsAPIKey","40.5488682","-80.0826571","1"
"167","NeedGoogleMapsAPIKey","40.5503756","-80.0804085","1"
"168","NeedGoogleMapsAPIKey","40.5508454","-80.0804288","1"
"169","NeedGoogleMapsAPIKey","40.5493622","-80.0803328","1"
"170","NeedGoogleMapsAPIKey","40.5506359","-80.0803839","1"
"171","NeedGoogleMapsAPIKey","40.5498388","-80.0800976","1"
"172","NeedGoogleMapsAPIKey","40.5508916","-80.0803288","1"
"173","NeedGoogleMapsAPIKey","40.549203","-80.0794725","1"
"174","NeedGoogleMapsAPIKey","40.5488069","-80.0796962","1"
"175","NeedGoogleMapsAPIKey","40.5508588","-80.0803216","1"
"176","NeedGoogleMapsAPIKey","40.5494631","-80.0803187","1"
"177","NeedGoogleMapsAPIKey","40.5509739","-80.0795009","1"
"178","NeedGoogleMapsAPIKey","40.5511722","-80.0803438","1"
"179","NeedGoogleMapsAPIKey","40.5490938","-80.0795339","1"
"180","NeedGoogleMapsAPIKey","40.5481195","-80.0811327","1"
"181","NeedGoogleMapsAPIKey","40.5492028","-80.0795895","1"
"182","NeedGoogleMapsAPIKey","40.5497242","-80.0808819","1"
"183","NeedGoogleMapsAPIKey","40.5469434","-80.0809116","1"
"184","NeedGoogleMapsAPIKey","40.5491364","-80.0795031","1"
"185","NeedGoogleMapsAPIKey","40.5475758","-80.0812065","1"
"186","NeedGoogleMapsAPIKey","40.5476268","-80.0812559","1"
"187","NeedGoogleMapsAPIKey","40.5512748","-80.0804209","1"
"188","NeedGoogleMapsAPIKey","40.5494886","-80.0794487","1"
"189","NeedGoogleMapsAPIKey","40.5500824","-80.080457","1"
"190","NeedGoogleMapsAPIKey","40.5504374","-80.0796009","1"
"191","NeedGoogleMapsAPIKey","40.5500317","-80.0804888","1"
"192","NeedGoogleMapsAPIKey","40.5502761","-80.0803434","1"
"193","NeedGoogleMapsAPIKey","40.5497616","-80.0798531","1"
"194","NeedGoogleMapsAPIKey","40.5496193","-80.079259","1"
"195","NeedGoogleMapsAPIKey","40.5480211","-80.0803318","1"
"196","NeedGoogleMapsAPIKey","40.5494188","-80.0803893","1"
"197","NeedGoogleMapsAPIKey","40.5512462","-80.0803451","1"
"198","NeedGoogleMapsAPIKey","40.5481595","-80.0812365","1"
"199","NeedGoogleMapsAPIKey","40.5475437","-80.0811503","1"
"200","NeedGoogleMapsAPIKey","40.5482478","-80.0811246","1"
"201","NeedGoogleMapsAPIKey","40.5500003","-80.0805046","1"
"202","NeedGoogleMapsAPIKey","40.549694","-80.080867","1"
"203","NeedGoogleMapsAPIKey","40.5480678","-80.0801892","1"
"204","NeedGoogleMapsAPIKey","40.5505936","-80.0802666","1"
"205","NeedGoogleMapsAPIKey","40.547503","-80.0811547","1"
"206","NeedGoogleMapsAPIKey","40.5504558","-80.079447","1"
"207","NeedGoogleMapsAPIKey","40.548251","-80.0812358","1"
"208","NeedGoogleMapsAPIKey","40.550927","-80.0796073","1"
"209","NeedGoogleMapsAPIKey","40.5490603","-80.0795485","1"
"210","NeedGoogleMapsAPIKey","40.5486406","-80.0798943","1"
"211","NeedGoogleMapsAPIKey","40.5512878","-80.0804543","1"
"212","NeedGoogleMapsAPIKey","40.5502234","-80.080489","1"
"213","NeedGoogleMapsAPIKey","40.5511159","-80.0803429","1"
"214","NeedGoogleMapsAPIKey","40.5498001","-80.0792862","1"
"215","NeedGoogleMapsAPIKey","40.5486873","-80.0797516","1"
"216","NeedGoogleMapsAPIKey","40.5506632","-80.0790258","1"
"217","NeedGoogleMapsAPIKey","40.5495432","-80.0793045","1"
"218","NeedGoogleMapsAPIKey","40.5497215","-80.0808179","1"
"219","NeedGoogleMapsAPIKey","40.5496675","-80.080896","1"
"220","NeedGoogleMapsAPIKey","40.5506138","-80.0789423","1"
"221","NeedGoogleMapsAPIKey","40.5479331","-80.0803797","1"
"222","NeedGoogleMapsAPIKey","40.5475435","-80.0812653","1"
"223","NeedGoogleMapsAPIKey","40.5473794","-80.0812657","1"
"224","NeedGoogleMapsAPIKey","40.550493","-80.0797832","1"
"225","NeedGoogleMapsAPIKey","40.5480764","-80.0811309","1"
"226","NeedGoogleMapsAPIKey","40.5512022","-80.0804568","1"
"227","NeedGoogleMapsAPIKey","40.5486524","-80.0797686","1"
"228","NeedGoogleMapsAPIKey","40.5497151","-80.0799719","1"
"229","NeedGoogleMapsAPIKey","40.5471033","-80.0808304","1"
"230","NeedGoogleMapsAPIKey","40.5489393","-80.0796063","1"
"231","NeedGoogleMapsAPIKey","40.5506493","-80.0802767","1"
"232","NeedGoogleMapsAPIKey","40.5479464","-80.0811416","1"
"233","NeedGoogleMapsAPIKey","40.547109","-80.080705","1"
"234","NeedGoogleMapsAPIKey","40.5484846","-80.0799803","1"
"235","NeedGoogleMapsAPIKey","40.5481302","-80.0802765","1"
"236","NeedGoogleMapsAPIKey","40.5489686","-80.0797148","1"
"237","NeedGoogleMapsAPIKey","40.5512394","-80.0804599","1"
"238","NeedGoogleMapsAPIKey","40.5499596","-80.0790352","1"
"239","NeedGoogleMapsAPIKey","40.5508031","-80.0803115","1"
"240","NeedGoogleMapsAPIKey","40.5507536","-80.0804052","1"
"241","NeedGoogleMapsAPIKey","40.5497738","-80.0791867","1"
"242","NeedGoogleMapsAPIKey","40.5488014","-80.0798099","1"
"243","NeedGoogleMapsAPIKey","40.5495196","-80.0794326","1"
"244","NeedGoogleMapsAPIKey","40.5481242","-80.0812355","1"
"245","NeedGoogleMapsAPIKey","40.5501897","-80.0803959","1"
"246","NeedGoogleMapsAPIKey","40.5506205","-80.0790738","1"
"247","NeedGoogleMapsAPIKey","40.5504478","-80.0794894","1"
"248","NeedGoogleMapsAPIKey","40.5496859","-80.0792284","1"
"249","NeedGoogleMapsAPIKey","40.5479475","-80.0812472","1"
"250","NeedGoogleMapsAPIKey","40.5479024","-80.0802788","1"
"251","NeedGoogleMapsAPIKey","40.5505078","-80.0796675","1"
"252","NeedGoogleMapsAPIKey","40.5471714","-80.0807923","1"
"253","NeedGoogleMapsAPIKey","40.5480993","-80.0802926","1"
"254","NeedGoogleMapsAPIKey","40.5487497","-80.0798389","1"
"255","NeedGoogleMapsAPIKey","40.5482885","-80.0811202","1"
"256","NeedGoogleMapsAPIKey","40.5504289","-80.0796458","1"
"257","NeedGoogleMapsAPIKey","40.5496","-80.0809952","1"
"258","NeedGoogleMapsAPIKey","40.550705","-80.0804028","1"
"259","NeedGoogleMapsAPIKey","40.5477183","-80.0812552","1"
"260","NeedGoogleMapsAPIKey","40.5509321","-80.080335","1"
"261","NeedGoogleMapsAPIKey","40.5504401","-80.0795372","1"
"262","NeedGoogleMapsAPIKey","40.548719","-80.079738","1"
"263","NeedGoogleMapsAPIKey","40.5501819","-80.0805221","1"
"264","NeedGoogleMapsAPIKey","40.5498363","-80.0806657","1"
"265","NeedGoogleMapsAPIKey","40.5504844","-80.079569","1"
"266","NeedGoogleMapsAPIKey","40.5497712","-80.0808812","1"
"267","NeedGoogleMapsAPIKey","40.5491246","-80.0796288","1"
"268","NeedGoogleMapsAPIKey","40.5490883","-80.0796476","1"
"269","NeedGoogleMapsAPIKey","40.5490366","-80.0796766","1"
"270","NeedGoogleMapsAPIKey","40.5504176","-80.0797207","1"
"271","NeedGoogleMapsAPIKey","40.5497107","-80.0809481","1"
"272","NeedGoogleMapsAPIKey","40.5497312","-80.080048","1"
"273","NeedGoogleMapsAPIKey","40.5470622","-80.0808476","1"
"274","NeedGoogleMapsAPIKey","40.5474148","-80.0812666","1"
"275","NeedGoogleMapsAPIKey","40.5497882","-80.0799386","1"
"276","NeedGoogleMapsAPIKey","40.5491656","-80.0796116","1"
"277","NeedGoogleMapsAPIKey","40.5477557","-80.0811396","1"
"278","NeedGoogleMapsAPIKey","40.5499429","-80.0788848","1"
"279","NeedGoogleMapsAPIKey","40.5477556","-80.0812546","1"
"280","NeedGoogleMapsAPIKey","40.5505116","-80.0790449","1"
"281","NeedGoogleMapsAPIKey","40.5471404","-80.0808084","1"
"282","NeedGoogleMapsAPIKey","40.5503411","-80.0804273","1"
"283","NeedGoogleMapsAPIKey","40.5390035","-80.1174769","1"
"284","NeedGoogleMapsAPIKey","40.5407339","-80.1181363","1"
"285","NeedGoogleMapsAPIKey","40.5411519","-80.1179153","1"
"286","NeedGoogleMapsAPIKey","40.5398629","-80.1176485","1"
"287","NeedGoogleMapsAPIKey","40.5386423","-80.1177329","1"
"288","NeedGoogleMapsAPIKey","40.537677","-80.1195849","1"
"289","NeedGoogleMapsAPIKey","40.5412739","-80.11775","1"
"290","NeedGoogleMapsAPIKey","40.5400014","-80.1179079","1"
"291","NeedGoogleMapsAPIKey","40.5378492","-80.1188942","1"
"292","NeedGoogleMapsAPIKey","40.5399316","-80.1178065","1"
"293","NeedGoogleMapsAPIKey","40.5384521","-80.1182185","1"
"294","NeedGoogleMapsAPIKey","40.5393279","-80.1186666","1"
"295","NeedGoogleMapsAPIKey","40.5374812","-80.1189707","1"
"296","NeedGoogleMapsAPIKey","40.5384803","-80.1192977","1"
"297","NeedGoogleMapsAPIKey","40.541121","-80.1185458","1"
"298","NeedGoogleMapsAPIKey","40.5376873","-80.1173253","1"
"299","NeedGoogleMapsAPIKey","40.5391952","-80.1195304","1"
"300","NeedGoogleMapsAPIKey","40.537718","-80.1196852","1"
"301","NeedGoogleMapsAPIKey","40.5391835","-80.1167622","1"
"302","NeedGoogleMapsAPIKey","40.540932","-80.118115","1"
"303","NeedGoogleMapsAPIKey","40.5379137","-80.1190753","1"
"304","NeedGoogleMapsAPIKey","40.5394618","-80.1188032","1"
"305","NeedGoogleMapsAPIKey","40.537919","-80.1200832","1"
"306","NeedGoogleMapsAPIKey","40.537393","-80.1185438","1"
"307","NeedGoogleMapsAPIKey","40.5374351","-80.1187666","1"
"308","NeedGoogleMapsAPIKey","40.5377385","-80.1183347","1"
"309","NeedGoogleMapsAPIKey","40.5387637","-80.1196928","1"
"310","NeedGoogleMapsAPIKey","40.5390732","-80.1184644","1"
"311","NeedGoogleMapsAPIKey","40.5376739","-80.117452","1"
"312","NeedGoogleMapsAPIKey","40.5396122","-80.1174229","1"
"313","NeedGoogleMapsAPIKey","40.5375684","-80.1192751","1"
"314","NeedGoogleMapsAPIKey","40.53915","-80.1190482","1"
"315","NeedGoogleMapsAPIKey","40.5398971","-80.116858","1"
"316","NeedGoogleMapsAPIKey","40.5391896","-80.1169933","1"
"317","NeedGoogleMapsAPIKey","40.5397114","-80.1183737","1"
"318","NeedGoogleMapsAPIKey","40.5383053","-80.1181945","1"
"319","NeedGoogleMapsAPIKey","40.5393461","-80.1174277","1"
"320","NeedGoogleMapsAPIKey","40.5406594","-80.1186097","1"
"321","NeedGoogleMapsAPIKey","40.5383688","-80.1169666","1"
"322","NeedGoogleMapsAPIKey","40.5373111","-80.1174687","1"
"323","NeedGoogleMapsAPIKey","40.5381318","-80.1175481","1"
"324","NeedGoogleMapsAPIKey","40.5395117","-80.1174147","1"
"325","NeedGoogleMapsAPIKey","40.5378194","-80.1187707","1"
"326","NeedGoogleMapsAPIKey","40.5370292","-80.1191669","1"
"327","NeedGoogleMapsAPIKey","40.5390092","-80.1190809","1"
"328","NeedGoogleMapsAPIKey","40.5397709","-80.1165236","1"
"329","NeedGoogleMapsAPIKey","40.5373609","-80.1183544","1"
"330","NeedGoogleMapsAPIKey","40.5402571","-80.1175398","1"
"331","NeedGoogleMapsAPIKey","40.540828","-80.1186298","1"
"332","NeedGoogleMapsAPIKey","40.5404955","-80.118538","1"
"333","NeedGoogleMapsAPIKey","40.5407371","-80.1197921","1"
"334","NeedGoogleMapsAPIKey","40.538464","-80.1198013","1"
"335","NeedGoogleMapsAPIKey","40.5378266","-80.1168359","1"
"336","NeedGoogleMapsAPIKey","40.5403197","-80.117641","1"
"337","NeedGoogleMapsAPIKey","40.539237","-80.1207734","1"
"338","NeedGoogleMapsAPIKey","40.5395048","-80.1193674","1"
"339","NeedGoogleMapsAPIKey","40.5386913","-80.1186413","1"
"340","NeedGoogleMapsAPIKey","40.5397966","-80.1175519","1"
"341","NeedGoogleMapsAPIKey","40.5392742","-80.1165486","1"
"342","NeedGoogleMapsAPIKey","40.5373046","-80.1179475","1"
"343","NeedGoogleMapsAPIKey","40.5380493","-80.1199982","1"
"344","NeedGoogleMapsAPIKey","40.5405631","-80.1180455","1"
"345","NeedGoogleMapsAPIKey","40.5404376","-80.1178525","1"
"346","NeedGoogleMapsAPIKey","40.5376508","-80.1177054","1"
"347","NeedGoogleMapsAPIKey","40.5377033","-80.1181263","1"
"348","NeedGoogleMapsAPIKey","40.5391819","-80.1178932","1"
"349","NeedGoogleMapsAPIKey","40.5387174","-80.1179287","1"
"350","NeedGoogleMapsAPIKey","40.5379468","-80.119213","1"
"351","NeedGoogleMapsAPIKey","40.5384633","-80.1169914","1"
"352","NeedGoogleMapsAPIKey","40.5379644","-80.1174763","1"
"353","NeedGoogleMapsAPIKey","40.5388948","-80.1196375","1"
"354","NeedGoogleMapsAPIKey","40.5381188","-80.1187106","1"
"355","NeedGoogleMapsAPIKey","40.5382876","-80.1187118","1"
"356","NeedGoogleMapsAPIKey","40.5380116","-80.1193848","1"
"357","NeedGoogleMapsAPIKey","40.5402102","-80.1182499","1"
"358","NeedGoogleMapsAPIKey","40.537609","-80.1193989","1"
"359","NeedGoogleMapsAPIKey","40.5513964","-80.0794042","1"
"360","NeedGoogleMapsAPIKey","40.5501998","-80.0785949","1"
"361","NeedGoogleMapsAPIKey","40.5506425","-80.0789152","1"
"362","NeedGoogleMapsAPIKey","40.5511118","-80.0787758","1"
"363","NeedGoogleMapsAPIKey","40.5514782","-80.079355","1"
"364","NeedGoogleMapsAPIKey","40.55187","-80.0803958","1"
"365","NeedGoogleMapsAPIKey","40.551376","-80.0798662","1"
"366","NeedGoogleMapsAPIKey","40.5511613","-80.0788881","1"
"367","NeedGoogleMapsAPIKey","40.5516494","-80.0803371","1"
"368","NeedGoogleMapsAPIKey","40.550785","-80.078898","1"
"369","NeedGoogleMapsAPIKey","40.5517564","-80.078669","1"
"370","NeedGoogleMapsAPIKey","40.5523538","-80.0797385","1"
"371","NeedGoogleMapsAPIKey","40.5514582","-80.0803555","1"
"372","NeedGoogleMapsAPIKey","40.5512765","-80.0793463","1"
"373","NeedGoogleMapsAPIKey","40.5510312","-80.0788786","1"
"374","NeedGoogleMapsAPIKey","40.5507326","-80.0788138","1"
"375","NeedGoogleMapsAPIKey","40.551616","-80.0803421","1"
"376","NeedGoogleMapsAPIKey","40.5518011","-80.0786926","1"
"377","NeedGoogleMapsAPIKey","40.5513993","-80.0794631","1"
"378","NeedGoogleMapsAPIKey","40.5516124","-80.0787399","1"
"379","NeedGoogleMapsAPIKey","40.5512001","-80.0788924","1"
"380","NeedGoogleMapsAPIKey","40.5517652","-80.0787239","1"
"381","NeedGoogleMapsAPIKey","40.5516642","-80.078828","1"
"382","NeedGoogleMapsAPIKey","40.5512615","-80.0798155","1"
"383","NeedGoogleMapsAPIKey","40.5524353","-80.0799137","1"
"384","NeedGoogleMapsAPIKey","40.5507591","-80.0789255","1"
"385","NeedGoogleMapsAPIKey","40.55164","-80.0787154","1"
"386","NeedGoogleMapsAPIKey","40.5519276","-80.0803844","1"
"387","NeedGoogleMapsAPIKey","40.5523544","-80.0798356","1"
"388","NeedGoogleMapsAPIKey","40.5512335","-80.078835","1"
"389","NeedGoogleMapsAPIKey","40.5523586","-80.0795138","1"
"390","NeedGoogleMapsAPIKey","40.5513265","-80.0799184","1"
"391","NeedGoogleMapsAPIKey","40.5517514","-80.0804258","1"
"392","NeedGoogleMapsAPIKey","40.5516906","-80.0788015","1"
"393","NeedGoogleMapsAPIKey","40.5524781","-80.0823476","1"
"394","NeedGoogleMapsAPIKey","40.5514514","-80.0804703","1"
"395","NeedGoogleMapsAPIKey","40.5518587","-80.0802912","1"
"396","NeedGoogleMapsAPIKey","40.5524399","-80.0797939","1"
"397","NeedGoogleMapsAPIKey","40.5513398","-80.0794509","1"
"398","NeedGoogleMapsAPIKey","40.5507783","-80.0787665","1"
"399","NeedGoogleMapsAPIKey","40.5518857","-80.0796542","1"
"400","NeedGoogleMapsAPIKey","40.5517773","-80.0803048","1"
"401","NeedGoogleMapsAPIKey","40.5518918","-80.079482","1"
